timestamp,fps
1595317963,0
1595317965,62
1595317967,53
1595317969,52
1595317971,58
1595317973,59
1595317975,52
1595317977,60
1595317979,53
1595317981,48
1595317983,46
1595317985,44
1595317987,46
1595317989,54
1595317991,57
1595317993,68
1595317995,56
1595317997,58
1595317999,57
1595318001,46
1595318003,49
